ID_VivaReal,UnitType,ListingType,State,City,Neighborhood,Street,StreetNumber,ZipCode,Title,ExternalId,Price,Iptu,CondominiumFee,UsableAreas,Bedrooms,Bathrooms,Suites,ParkingSpaces,Status,Amenties,Description,CreatedAt,Floors,Advertiser_Name,Advertiser_License,Advertiser_Phone_Primary,Advertiser_Phone_Mobile,Url_Place
2661503331,APARTMENT,USED,Minas Gerais,Uberlândia,Gávea,Rua GS,L2 Q1,38411860,"Apartamento, 3 suítes, 115m², Villa Gávea, Uberlândia/MG",623,969000,0,0,115,3,4,3,2,ACTIVE,,"GRANDVERSE GARDEN – Empreendimento em construção, previsão de entrega em julho de 2025. Fotos da unidade decorada! Excelente oportunidade para quem procura moradia no Bairro Villa Gávea em Uberlândia/MG, empreendimento de alto padrão, localizado próximo Avenida Nicomedes Alves dos Santos, Apartamento com 3 suítes, sendo 1 suíte master com closet independente e ampla bancada no banheiro, sala em dois ambientes, lavabo, cozinha americana, varanda gourmet com previsão de churrasqueira a carvão a ser vendida com kit (bancada, cuba, metal e churrasqueira), lavanderia, laje técnica para equipamentos de ar condicionado e aquecedor a gás com acesso pela lavanderia, previsão de água quente na torneira da cozinha, todos os banhos com iluminação e ventilação natural, janelas dos dormitórios com veneziana embutida de enrolar, posição lateral com vista livre e sol da tarde, área útil de 115m², 2 vagas de garagem cobertas, 2 elevadores sociais e 2 elevadores exclusivos para serviços, infraestrutura pronta para instalação de ar condicionado na suíte master e na sala de estar e jantar, previsão para instalação de medidores de gás e água, gerador conforto, previsão para futura instalação de ar-condicionado nos dormitórios (previsão de carga e dreno), empreendimento com total infraestrutura: piscina adulto, infantil e deck molhado, com sistema quebra gelo; Family Club: completo e reservado, com churrasqueira e spa exclusivos; infra para carregador de carros elétricos em vagas determinadas; sistema de som bluetooth no fitness e no salão de festas; coworking com espaço instagramável; espaço para delivery; Pocket Garden: um jardim exclusivo do condomínio com espaço pet, horta e redário; piscina com apoio de bar e lounge; bicicletário no térreo; Lobby de entrada com pé-direito duplo; sistema de irrigação automatizado; quadra recreativa; horta; áreas comuns decoradas e climatizadas; espaço gourmet; varanda de jogos; Playground; churrasqueira com forno de pizza; espaço fitness externo; fitness; brinquedoteca; vestiários; longe/bar piscina. Empreendimento a 1 minuto do Uberlândia Shopping e 4 minutos do Pátio Vinhedos. Não perca tempo, restam poucas unidades! Conheça esse mais novo lançamento da PERPLAN Empreendimentos e tenha uma vida feliz e confortável. Planejado nos mínimos detalhes para caber no seu orçamento. Viva um novo Estilo de Vida.<br><br>Características do imóvel<br>Acabamentos de alto padrão<br>Academia completa<br>Aceita animal<br>Aceita FGTS<br>Acessibilidade<br>Acesso 24 horas<br>Acesso para deficientes<br>Alvenaria<br>Ambientes integrados<br>aquecedor de água a gás<br>Área de serviço<br>Áreas Comuns entregues decoradas e equipadas (sem custo adicional)<br>Automação predial<br>Bicicletário<br>Bicicletário com apoio para manutenção<br>Bicicletário com apoio para manutenção<br>Brinquedoteca<br>Cabeamento estruturado<br>Cerâmica<br>Closet",2023-10-11T14:46:40.418Z,[26],Luiz Cortes,51960-F-MG,34991532223,21965295978,https://www.vivareal.com.br/imovel/apartamento-3-quartos-gavea-bairros-uberlandia-com-garagem-115m2-venda-RS969000-id-2661503331/
2662631960,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Holanda,Alameda João de Almeida,691,38412881,Apartamento no Jardim Holanda em Uberlândia/MG,34769,70000,,,52,2,1,,,ACTIVE,,"Endereço Completo<br>Alameda Joao De Almeida, No 691, Apartamento No403, 3o Pavimento, Do Condominio Residencial Maria Isaura Mascia, 691, Apartamento No403, 3o Pavimento, Vaga No2 Do Condominio Residencial Maria Isaura Mascia, Jardim Holanda, Uberlândia, MG, <br><br>Características do Imóvel:<br><br>Descrição: Apartamento, Padrão, Ocupado, 1 vaga(s) de garagem. Área(s): 68,35 m² de área terreno, 52,33 m² de área privativa, 16,02 m² de área comum, 52,33 m² de área útil. Matrícula(s): 149.048. Cartório: 1 CRI DE UBERLANDIA. Inscrição da Prefeitura: VIDE INSCRICAO IMOBILIARIA. <br>Tipo do Imóvel: Apartamento<br>Status da Ocupação: Ocupado<br>Aceita Visitação: Não<br>Dossiê: 18502<br><br>Área Construída: 52.33 m²<br><br>Área Privativa: 52.33 m²<br>Área Comum: 16.02 m²<br>Área Terreno: 68.35 m²<br>Composição Interna/Vaga: Dormitórios: 2, Banheiros: 1, Salas: 1, Vagas de garagem: 1<br><br>Matrícula: 149.048<br>Cartório de Registro: 1 CRI DE UBERLANDIA<br>Inscrição na Prefeitura: VIDE INSCRICAO IMOBILIARIA<br>Condomínio: $150.00<br>IPTU Anual: $200.00<br><br>Valor Avaliado: $145,000.00<br><br>Considerações Importantes<br>1.:* OCUPADO* FICARAO A CARGO DO ARREMATANTE: TODAS AS PROVIDENCIAS, RISCOS, CUSTAS E DESPESAS NECESSARIAS A DESOCUPACAO CONFORME ITENS 4.14. DO EDITAL.* OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO..<br><br>Condições de Pagamento<br>À vista ou Financiamento em até 420 meses.<br><br>Endereço Completo<br>Características do Imóvel:<br>Descrição: <br>Apartamento, Padrão, Ocupado, 1 vaga(s) de garagem. Área(s): 68,35 m² de área terreno, 52,33 m² de área privativa, 16,02 m² de área comum, 52,33 m² de área útil. Matrícula(s): 149.048. Cartório: 1 CRI DE UBERLANDIA. Inscrição da Prefeitura: VIDE INSCRICAO IMOBILIARIA. <br>Tipo do Imóvel: <br>Apartamento<br>Status da Ocupação: <br>Ocupado<br>Aceita Visitação: <br>Não<br>Dossiê: <br>18502<br>Área Construída: <br>52.33 m²<br>Área Privativa: <br>52.33 m²<br>Área Comum: <br>16.02 m²<br>Área Terreno: <br>68.35 m²<br>Composição Interna/Vaga: <br>Dormitórios: 2, Banheiros: 1, Salas: 1, Vagas de garagem: 1<br>Matrícula: <br>149.048<br>Cartório de Registro: <br>1 CRI DE UBERLANDIA<br>Inscrição na Prefeitura: <br>VIDE INSCRICAO IMOBILIARIA<br>Condomínio: <br>$150.00<br>IPTU Anual: <br>$200.00<br>Valor Avaliado: <br>$145,000.00<br>Considerações Importantes<br>1.:* OCUPADO* FICARAO A CARGO DO ARREMATANTE: TODAS AS PROVIDENCIAS, RISCOS, CUSTAS E DESPESAS NECESSARIAS A DESOCUPACAO CONFORME ITENS 4.14. DO EDITAL.* OS DEBITOS DE IPTU E CONDOMINIO SERAO QUITADOS PELO VENDEDOR ATE A DATA DO LEILAO..<br>Condições de Pagamento<br>À vista ou Financiamento em até 420 meses.",2023-10-16T19:52:43.651Z,[],BIASI LEILÕES,,1140832575,11981185887,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-holanda-bairros-uberlandia-52m2-venda-RS70000-id-2662631960/
2662370357,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua Antônio Salviano de Rezende,2177,38408228,Apartamento para venda tem 73 metros quadrados com 3 quartos em Santa Mônica - Uberlândia - MG,RSKF7B,245000,500,300,73,3,2,1,1,ACTIVE,,"OPORTUNIDADE! APARTAMENTO COM 73M, 3 QUARTOS,SENDO 1 SUÍTE COM ARMÁRIO SALA COM SACADA, COZINHA COM ARMÁRIO NO CORAÇÃO DO SANTA MÔNICA! PISO PORCELANATO, PORTARIA 24HS!.",2023-10-15T13:50:28.739Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-73m2-venda-RS245000-id-2662370357/
2662052967,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Holanda,,,38412880,Apartamento Padrão em Uberlândia,V52292,160000,0,215,50,2,2,1,1,ACTIVE,,Apartamento sem Elevador.<br>01 vaga de garagem.<br>02 quartos sendo 01 suíte. <br>Banheiro Social.<br>Cozinha.. ref. 52292 atualizado em 17/10.,2023-10-14T02:45:44.512Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-holanda-bairros-uberlandia-com-garagem-50m2-venda-RS160000-id-2662052967/
2661348920,APARTMENT,USED,Minas Gerais,Uberlândia,Tubalina,Rua Wenceslau Braz,617,38412064,"Apartamento, 2 quartos, 51m², Tubalina, Uberlândia/MG",652,260000,150,200,51,2,2,1,1,ACTIVE,,"RESIDENCIAL PARIS - Excelente oportunidade para quem procura moradia no Bairro Tubalina em Uberlândia/MG. Imóvel de médio padrão, localizado na Rua Venceslau Braz. Apartamento novo com 2 quartos, sendo 1 suíte, todos com armários embutidos, corredor de acesso aos cômodos, sala espaçosa, 2 banheiros com armários, espelhos até o teto, box e porta shampoo, imóvel com sacada, cozinha com ampla bancada em granito, área de serviço e lavanderia. Unidade bem arejado. Piso em porcelanato. Iluminação completa em LED, molduras de gesso nos tetos, preparação para ar-condicionado, local calmo e seguro, área privativa de 51m², 1 vaga de garagem. Condomínio fechado, imóvel localizado no segundo andar, sem elevador, portaria eletrônica, permite animais. Ótima localização, com toda rede de serviços e lazer que a região oferece. Apartamento localizado próximo ao Praia Clube. Não perca tempo, agenda uma visita com um de nossos corretores! Conheça esse lindo apartamento e tenha uma vida feliz e confortável.<br><br>Características do imóvel<br>Acabamentos de alto padrão<br>Aceita animal<br>Aceita FGTS<br>Acessibilidade<br>Acesso 24 horas<br>Acesso para deficientes<br>Alvenaria<br>Ambientes integrados<br>Área de serviço<br>Automação predial<br>Banheiro com blindex<br>blindex<br>Cabeamento estruturado<br>Cimentado antiderrapante<br>Concreto com pintura<br>Concreto impermeabilizado<br>Concreto polido<br>Cozinha<br>infraestrutura internet<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>interfone<br>Isolamento acústico<br>Lâmpadas frias<br>Marcenaria<br>Piso frio<br>Porcelanato<br>Preço promocional<br>Pronta entrega!<br>Pronto para morar<br>Rede de telefone<br>sala ampla<br>Sala de jantar<br>Sensor de presença nos halls<br>Sistema de intercomunicação predial entre os apartamentos<br>Teto rebaixado em gesso<br>Vaga na escritura<br>vista livre<br><br>Mais informações em www.luizcortesimoveis.com.br",2023-10-11T02:45:40.590Z,[],Luiz Cortes,51960-F-MG,34991532223,21965295978,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tubalina-bairros-uberlandia-com-garagem-51m2-venda-RS260000-id-2661348920/
2662333754,APARTMENT,USED,Minas Gerais,Uberlândia,Presidente Roosevelt,,,38401822,"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Presidente Roosevelt - Uberlândia/MG",28579,330000,0,0,79,3,1,1,2,ACTIVE,,"Lindo apartamento com aproximadamente 79m² de área privativa, possui, sala, 03 quartos sendo 01 suíte, banheiro social, cozinha, área de serviço e 02 vagas de garagem. Condomínio possui elevador.",2023-10-15T09:00:26.142Z,[4],DELTA IMOVEIS,01873-J-MG,3432309900,3432309900,https://www.vivareal.com.br/imovel/apartamento-3-quartos-presidente-roosevelt-bairros-uberlandia-com-garagem-79m2-venda-RS330000-id-2662333754/
2636456132,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Praça Alcides Borges de Oliveira,85,38408142,Apartamento 100m2 Jd. Finotti,AP4336AJ,495000,380,350,100,3,2,1,2,ACTIVE,,"No coração do Jardim Finotti, apartamento muito bem localizado em frente a praça, onde permite uma excelente interação com outros moradores e crianças.<br><br>03 Quartos, sendo 01 suíte,<br>* Banheiro social com armário,<br>* Sala em 02 ambientes com sacada,<br>* Cozinha com armários,<br>* Área de serviço,<br>* 02 Vagas de garagem,<br>* Elevador",2023-06-03T14:16:52.109Z,[12],Alan J. B. Lopes,,34984449132,34984449132,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-finotti-bairros-uberlandia-com-garagem-100m2-venda-RS495000-id-2636456132/
2662053785,APARTMENT,USED,Minas Gerais,Uberlândia,Mansour,,,38414505,Apartamento Padrão em Uberlândia,V51341,140000,0,235,64,3,1,0,1,ACTIVE,,"Apartamento com:<br>Área Útil:64,00m²<br>01 vaga de garagem<br>Sala com sacada<br>03 quartos <br>Banheiro social<br>Cozinha<br>Área de. ref. 51341 atualizado em 17/10.",2023-10-14T02:45:59.795Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-3-quartos-mansorur-bairros-uberlandia-com-garagem-64m2-venda-RS140000-id-2662053785/
2662161864,APARTMENT,USED,Minas Gerais,Uberlândia,Granada,Rua Algas Marinhas,3997,38410668,Apartamento para venda na Zona Sul - Jardim Botânico,13E8F7B,265000,300,150,78,3,1,1,1,ACTIVE,,"Apartamento para venda na Zona Sul - Jardim Botânico<br><br>*Excelente apartamento todo montado em armários em ótima localização na Zona Sul,<br>*Prédio bem reservado com apenas 04 apartamentos, 02 no térreo e 02 no andar superior, excelente para quem quer viver em local mais tranquilo,<br>*Prédio com câmeras de vigilância e cerca elétrica,<br>*Sala de estar/Tv com painel,<br>*03 quartos amplos com armários sendo 01 revertido para escritório e 01 sendo suíte,<br>*Banho social,<br>*Banheiros com armários, espelhos e box em blindex,<br>*Ampla Cozinha toda montada em armários, bancadas em granito, cooktop e forno elétrico, conjugado com sala de jantar,<br>*Lavanderia com armário,<br>*Acabamentos todo no piso em porcelanato, bancadas em granito e sanca em gesso,<br>*Garagem para 01 carro coberto,<br>*Valor e disponibilidade sujeitos a alteração.",2023-10-14T13:29:58.378Z,[2],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-uberlandia-com-garagem-78m2-venda-RS265000-id-2662161864/
2662052174,APARTMENT,USED,Minas Gerais,Uberlândia,Panorama,,,38413675,Apartamento Padrão em Uberlandia,V48242,153300,0,0,47,2,1,0,1,ACTIVE,,"Prédio com recreação infantil, portaria 24 horas. Apartamentos com 1 vaga de garagem, sala, 2 quartos, banheiro social e. ref. 48242 atualizado em 17/10.",2023-10-14T02:46:13.443Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-celia-bairros-uberlandia-com-garagem-47m2-venda-RS153300-id-2662052174/
2661890556,APARTMENT,USED,Minas Gerais,Uberlândia,Segismundo Pereira,Rua Sebastião Alves Nunes,100,38408318,Apartamento em Rua Sebastião Alves Nunes - Santa Mônica - Uberlândia/MG,346371B,276660,450,250,58,2,1,1,1,ACTIVE,,"Apartamento no Ventura Residence a venda em Rua Sebastião Alves Nunes - Santa Mônica - Uberlândia/MG<br><br>Apartamento no Santa Monica <br><br> A região é muito procurada para pessoas que querem morar local muito tranquilo, de fácil acesso, com vizinhança muito boa. <br><br>poucos quarteirões do centro comercial com inúmeras lojas e serviços.<br> <br>São 2 quartos sendo 1 suíte, banheiro social, nichos nos banheiros, cozinha estilo americana<br><br>Área de serviço separada.<br>Piso em porcelanato 90 x 90 marca Portinari.<br>Esquadrias de alumínio na cor preta <br>Preparação para ar condicionado <br>Elevador marca OTIS já instalado <br>Playground e paisagismo na garagem. .<br><br>É um excelente imóvel nesta localização.<br>58m² em Uberlândia, Santa Mônica.<br><br>O Apartamento tem as características: <br>- Box de vidro<br>- Sol da manhã<br>- Tanque<br>- Tomada 3 pinos<br>- Vista livre<br><br>Eu tenho bastante conhecimento neste bairro Santa Mônica e terei o maior prazer em te ajudar na escolha da melhor opção.<br><br>Também posso te ajudar no processo de financiamento<br><br>Venha para o bairro Santa Mônica, em Uberlândia!<br><br>Aqui você encontra um lugar cheio de história, cultura e tradição. O bairro Santa Mônica foi fundado em meados do século XIX, quando a cidade de Uberlândia ainda era pouco desenvolvida.<br><br>Hoje, o bairro Santa Mônica é um dos mais tradicionais e bem localizados da cidade. Aqui você encontra tudo o que precisa para ter uma vida tranquila e confortável.<br><br>O bairro Santa Mônica conta com diversas opções de lazer, como parques, cinemas, restaurantes, bares e muito mais. Além disso, aqui você encontra tudo o que precisa para suas compras, como supermercados, farmácias, lojas de roupas e muito mais.<br><br>Venha para o bairro Santa Mônica, em Uberlândia. Aqui você encontra o melhor da cidade, com toda a comodidade e segurança que você precisa para viver bem.<br><br>Ligue agora para e agende uma visita com um especialista em imóveis NEWCORE!<br><br>A NEWCORE possui diversas equipes especializadas em várias regiões do Brasil, com corretores experientes e capacitados que te ajudarão a encontrar o imóvel dos seus sonhos<br>Anúncio do corretor de imóveis Luis Humberto Ferreira de Athaydes CRECI: 36498",2023-10-13T08:42:45.383Z,[],USUÁRIO NEWCORE,,1145804274,11958196257,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-monica-bairros-uberlandia-com-garagem-58m2-venda-RS276660-id-2661890556/
2662052082,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Holanda,,,38412326,Apartamento Padrão em Uberlândia,V49323,140000,0,172,49,2,1,0,1,ACTIVE,,"Condomínio com portão eletrônico, portaria 24 horas, quadra poliesportiva, playground, academia completa, salão de festas completo com churrasqueira externa, gás canalizado.<br><br>Apartamento com 01 vaga de garagem coberta, sala, 02 quartos, cozinha com armários, banheiro com box em blindex, área de serviço conjugada com a cozinha, separação em blindex.<br><br>Piso. ref. 49323 atualizado em 17/10.",2023-10-14T02:46:10.353Z,[],Ivan Negócios Imobiliários (V),0684-J-MG,3432563000,34998833000,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-holanda-bairros-uberlandia-com-garagem-49m2-venda-RS140000-id-2662052082/
2660960445,APARTMENT,USED,Minas Gerais,Uberlândia,Santa Mônica,Rua Izaú Rangel de Mendonça,1050,38408136,APARTAMENTO SANTA MÔNICA ALTO PADRÃO,AP2283CM,900000,1000,600,188,3,2,1,2,ACTIVE,,"🏢 Apartamento de Alto Padrão com 188,00 m² e Área de Lazer Completa no Oryon Residence!<br><br>🛏️ 03 Quartos, incluindo 1 Suíte, e Ponto para Ar Condicionado em Todos os Quartos!<br><br>🚿 Banheiro Social e Lavabo para seu Conforto e Comodidade.<br><br>🍽️ Cozinha e Lavanderia Integradas, Trazendo Praticidade ao Seu Dia a Dia.<br><br>⚜️ Acabamento de Primeira com Piso em Porcelanato e Rodapés Embutidos.<br><br>❄️ Área Técnica Preparada para Ar Condicionado, Proporcionando Conforto Climático.<br><br>🌳 Varanda Gourmet com Churrasqueira e Terraço Descoberto com Spa, Ideal para Momentos de Relaxamento!<br><br>🏢 Área Comum com Diversas Opções de Lazer:<br><br>🔐 Guarita com Portaria Virtual Guardian para sua Segurança.<br><br>🏢 Hall de Entrada Elegante e Sofisticado.<br><br>💼 Sala de Reunião para Suas Conveniências Profissionais.<br><br>🛗 2 Elevadores para Facilitar o Acesso.<br><br>🎉 Salão de Festas para Receber Seus Amigos e Família.<br><br>💪 Espaço Fitness para Manter um Estilo de Vida Ativo e Saudável.<br><br>👶 Espaço Kids, um Ambiente Divertido e Seguro para as Crianças.<br><br>🚴 Bicicletário para Estimular a Mobilidade Sustentável.<br><br>🚗 02 Vagas de Garagem para Seu Conforto.<br><br>🏸 Mini Quadra de Peteca para Momentos de Lazer e Esportes.<br><br>🏊 Piscina Adulta e Infantil para Relaxamento e Diversão.<br><br>🍔 Espaço Gourmet com Churrasqueira para Confraternizações Agradáveis.<br><br>📞 Agende já sua visita e venha conhecer esse incrível apartamento no Oryon Residence! CLIQUE ABAIXO<br><br> https://Carolmandrami.minhanova.casa",2023-10-09T14:27:34.278Z,[13],Marcos Júnior,,34992222639,34992222639,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-188m2-venda-RS900000-id-2660960445/
2662430355,APARTMENT,USED,Minas Gerais,Uberlândia,Tabajaras,Rua Santa Helena,2997,38400298,Apartamento para venda possui 110 metros quadrados com 3 quartos em Tabajaras - Uberlândia - MG,117HGOL,295000,1,1,110,3,2,1,2,ACTIVE,,O apartamento no bairro Tabajaras possui 110 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros<br><br>* Apartamento com sala em 02 ambientes<br>* Sacada<br>* Hall com roupeiro<br>* 03 quartos com armários sendo 01 suíte<br>* Banheiro social com armários<br>* Espelhos e banheira<br>* Cozinha com bancada em granito e armário<br>* Lavanderia separada com estendal<br>* 02 vagas de garagens em linha com entrada independente e portão eletrônico<br>* Condomínio com salão de festa e alarme nos portões .<br>!!! Não tem elevador !!! -,2023-10-16T00:18:37.511Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tabajaras-bairros-uberlandia-com-garagem-110m2-venda-RS295000-id-2662430355/
2614608496,APARTMENT,DEVELOPMENT,Minas Gerais,Uberlândia,Chácaras Tubalina e Quartel,Rua Dimas Machado,S/N,38413291,Pallace Planalto,Pallace Planalto,219000,0,0,52,2,2,1,1,ACTIVE,,"APROVEITE ESTA OPORTUNIDADE!<br>Apartamentos financiados pelo Programa Minha Casa Minha Vida com excelente localização no Bairro Planalto. Unidade de 52 a 79m², 2 quartos sendo 1 suíte e excelente condição de lançamento. Até R$ 47.000,00 de subsídio e entrada facilitada. <br>Saia já do aluguel, consulte as condições de lançamento com nossos corretores especialistas. <br><br>Obs: As condições aqui ofertadas poderão sofrer alterações a qualquer tempo sem prévio aviso.<br><br>Elevadores, piscina, playground, salão de festas, quadra poliesportiva.",2023-02-23T19:18:38.721Z,[],DELTA IMOVEIS,01873-J-MG,3432309900,3432309900,https://www.vivareal.com.br/imoveis-lancamento/pallace-planalto-2614608496/
2662646481,APARTMENT,USED,Minas Gerais,Uberlândia,Novo Mundo,Rua Los Angeles,9999,38407742,Apartamento para venda possui 60 metros quadrados com 3 quartos em Novo Mundo - Uberlândia - MG,D7UF7B,160000,200,220,52,3,1,,1,ACTIVE,,"O apartamento no bairro Novo Mundo possui 60 metros quadrados com 3 quartos e 1 banheiro<br>Possui salão para festas e eventos, área de brinquedo para as crianças.Encontra-se em um condomínio protegido por muros.",2023-10-16T21:28:20.291Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-monica-bairros-uberlandia-com-garagem-52m2-venda-RS160000-id-2662646481/
2662375789,APARTMENT,USED,Minas Gerais,Uberlândia,Jardim Karaíba,Rua José Elias,40,38411201,Apartamento para venda tem 108 metros quadrados com 3 quartos em Jardim Karaíba - Uberlândia - MG,1DPGOL,1100000,1200,670,108,3,4,3,2,ACTIVE,,"Apartamento Alto Padrão a venda no Condomínio Torres do Sul!<br><br>São 108m de área privativa! Apartamento todo remodelado e reformado, trocado todos os acabamentos e modificação de paredes etc!<br><br>São três suítes, todas repletas de armários com painéis e cabeceiras, ar condicionado split nas três suítes, banheiros todos com armários planejados e com blindex, sala em três ambientes bem amplos, com ar condicionado split, sistema de som bluetooth completo embutido no teto pelo gesso, painel com TV, ampla área goumert com churrasqueira, lavabo, cozinha em estilo americana montada com armários, com bancadas modificadas, lavanderia separada montada com armários, área técnica para ar condicionado.<br>Projeto de iluminação e gesso em alto padrão!<br><br>Apartamento será vendido como está nas fotos, com todos armários embutidos, móveis soltos, decoração, eletrodomésticos etc! PORTEIRA FECHADA!<br><br>Condomínio com total infraestrutura de lazer e segurança, com portaria 24h, e um lazer sem igual!",2023-10-15T14:40:25.121Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-morada-da-colina-bairros-uberlandia-com-garagem-108m2-venda-RS1100000-id-2662375789/
2662385653,APARTMENT,USED,Minas Gerais,Uberlândia,Morada da Colina,Avenida Liberdade,1977,38411002,Apartamento para venda tem 128 metros quadrados com 3 quartos,BE7795,599997,,,128,3,3,2,2,ACTIVE,,"O apartamento no bairro Copacabana tem 128 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros<br><br>Apartamento Copacabana <br>São 3/4, sendo 2 suítes <br>Sala em 2 ambientes <br>Área gourmet integrada <br>Cozinha ampla <br>Lavanderia <br>Elevador<br>2 vagas livres de garagem <br><br>128 m² de área privativa <br><br>#copacabana #minasgerais🔺 #uberlandia #zonasul #luxo #apartamento #praiaclubeoficial",2023-10-15T16:08:53.778Z,[],JOSE LUIZ PARREIRA GARCIA,18109-F-MG,34996825041,,https://www.vivareal.com.br/imovel/apartamento-3-quartos-copacabana-bairros-uberlandia-com-garagem-128m2-venda-RS599997-id-2662385653/
2660295668,APARTMENT,USED,Minas Gerais,Uberlândia,Novo Mundo,Rua Austin,,38407746,"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, NOVO MUNDO - Uberlândia/MG",13979,260000,0,60,60,2,2,1,1,ACTIVE,,"Apartamento localizado no bairro Novo Mundo, com aproximadamente 60m² de área privativa, com aquecedor nos chuveiros, sendo 02 quartos (01 com armário e 01 suíte), banheiro social e suíte com armários e box, sala em dois ambientes com painel, cozinha, área de serviço, varanda em L de 13,5m², 01 vaga de garagem.",2023-10-06T05:57:29.130Z,[0],ARANTES IMOVEIS,03959-J-SP,3432283999,34996873647,https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-uberlandia-com-garagem-60m2-venda-RS260000-id-2660295668/
2661504576,APARTMENT,USED,Minas Gerais,Uberlândia,Novo Mundo,Rua Santina Zanatta,139,38409047,"Apartamento, 2 quartos, 56m², Novo Mundo, Uberlândia/MG",654,275000,250,150,56,2,2,1,1,ACTIVE,,"EDIFÍCIO ÁGATA - Excelente oportunidade para quem procura moradia no Bairro Novo Mundo em Uberlândia/MG. Imóvel de médio padrão com ótimo acabamento, localizado na Rua Santina Zanatta. Apartamento com 2 quartos, sendo 1 suíte com armários embutidos, corredor de acesso aos cômodos, sala espaçosa, 2 banheiros, imóvel com sacada, cozinha com armários planejados, área de serviço e lavanderia. Unidade bem arejado. Piso em porcelanato. Iluminação em LED, local calmo e seguro, área privativa de 56m², 1 vaga de garagem. Condomínio fechado, imóvel localizado no 3º andar, sem elevador, portaria eletrônica, permite animais. Ótima localização, com toda rede de serviços e lazer que a região oferece. Apartamento localizado próximo ao Supermercado Vida Nova, farmácia, academia e ponto de ônibus. Não perca tempo, agenda uma visita com um de nossos corretores! Conheça esse lindo apartamento e tenha uma vida feliz e confortável. Proprietário aceita permuta. <br><br>Características do imóvel<br>Acabamentos de alto padrão<br>Aceita animal<br>Aceita FGTS<br>Acessibilidade<br>Acesso 24 horas<br>Alvenaria<br>Ambientes integrados<br>Área de serviço<br>Automação predial<br>Cabeamento estruturado<br>Cimentado antiderrapante<br>Concreto com pintura<br>Concreto impermeabilizado<br>Concreto polido<br>Cozinha<br>infraestrutura internet<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>INFRAESTRUTURA PARA AUTOMAÇÃO<br>interfone<br>Isolamento acústico<br>Lâmpadas frias<br>Marcenaria<br>Piso frio<br>Porcelanato<br>Preço promocional<br>Pronta entrega!<br>Pronto para morar<br>Rede de telefone<br>sala ampla<br>Sala de jantar<br>Sensor de presença nos halls<br>Sistema de intercomunicação predial entre os apartamentos<br>Teto rebaixado em gesso<br>Teto rebaixado em gesso com led<br>Vaga na escritura<br>vista livre<br><br>Mais informações em www.luizcortesimoveis.com.br",2023-10-11T14:46:40.806Z,[],Luiz Cortes,51960-F-MG,34991532223,21965295978,https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-uberlandia-com-garagem-56m2-venda-RS275000-id-2661504576/
